yearID,teamID,lgID,playerID,g_all,GS
2011,HOU,NL,abadfe01,29,0
2011,LAA,AL,abreubo01,142,135
2011,HOU,NL,abreuju01,7,0
2011,BAL,AL,accarje01,31,0
2011,BOS,AL,aceveal01,55,4
2011,SEA,AL,ackledu01,90,87
2011,NYN,NL,acostma01,44,0
2011,SDN,NL,adamsmi03,49,0
2011,TEX,AL,adamsmi03,27,0
2011,BAL,AL,adamsry01,29,24
2011,KCA,AL,adcocna01,24,3
2011,SFN,NL,affelje01,67,0
2011,BOS,AL,alberma01,56,0
2011,DET,AL,albural01,41,0
2011,COL,NL,alfonel01,25,18
2011,ARI,NL,allenbr01,11,9
2011,OAK,AL,allenbr01,41,40
2011,MIL,NL,almoner01,16,6
2011,CIN,NL,alonsyo01,47,16
2011,HOU,NL,altuvjo01,57,51
2011,TOR,AL,alvarhe01,10,10
2011,PIT,NL,alvarpe01,74,62
2011,LAA,AL,amarial01,23,13
2011,COL,NL,amezaal01,20,6
2011,FLO,NL,amezaal01,20,10
2011,OAK,AL,anderbr04,13,13
2011,BOS,AL,anderla03,6,0
2011,BAL,AL,andinro01,139,126
2011,TEX,AL,andruel01,150,143
2011,BAL,AL,anglema01,31,20
2011,WAS,NL,ankieri01,122,90
2011,TOR,AL,arencjp01,129,122
2011,CIN,NL,arredjo01,53,0
2011,BAL,AL,arrieja01,22,22
2011,CIN,NL,arroybr01,36,32
2011,PIT,NL,ascanjo01,8,0
2011,BOS,AL,atchisc01,17,0
2011,BAL,AL,atkinmi01,3,3
2011,SLN,NL,augenbr01,5,0
2011,DET,AL,avilaal01,141,135
2011,BOS,AL,avilemi01,38,23
2011,KCA,AL,avilemi01,53,44
2011,CHA,AL,axelrdy01,4,3
2011,MIL,NL,axforjo01,74,0
2011,NYA,AL,ayalalu01,52,0
2011,LAA,AL,aybarer01,143,142
2011,FLO,NL,badenbu01,50,0
2011,PHI,NL,baezda01,29,0
2011,OAK,AL,bailean01,42,0
2011,CIN,NL,baileho02,23,22
2011,CHN,NL,bakerje03,81,45
2011,FLO,NL,bakerjo01,16,0
2011,MIN,AL,bakersc02,23,21
2011,WAS,NL,balesco01,23,0
2011,OAK,AL,balfogr01,62,0
2011,LAN,NL,barajro01,98,85
2011,BOS,AL,bardda01,70,0
2011,SEA,AL,bardjo01,26,24
2011,HOU,NL,barmecl01,123,120
2011,CHN,NL,barneda01,143,128
2011,SDN,NL,bartlja01,139,136
2011,OAK,AL,bartoda02,67,62
2011,SDN,NL,bassan01,27,3
2011,PHI,NL,bastaan01,64,0
2011,NYN,NL,batismi01,9,4
2011,SLN,NL,batismi01,26,1
2011,TOR,AL,bautijo02,149,149
2011,NYN,NL,baxtemi01,22,7
2011,NYN,NL,bayja01,123,121
2011,ATL,NL,beachbr01,25,25
2011,NYN,NL,beatope01,60,0
2011,SEA,AL,beavabl01,15,15
2011,TOR,AL,beckch01,3,0
2011,BOS,AL,beckejo02,30,30
2011,CHA,AL,beckhgo01,150,147
2011,BOS,AL,bedarer01,8,8
2011,SEA,AL,bedarer01,16,16
2011,PIT,NL,beimejo01,35,0
2011,COL,NL,belisma01,74,0
2011,SDN,NL,bellhe01,64,0
2011,BAL,AL,belljo01,26,16
2011,LAA,AL,belltr01,19,0
2011,DET,AL,belowdu01,14,2
2011,SFN,NL,beltbr01,63,50
2011,TEX,AL,beltrad01,124,123
2011,NYN,NL,beltrca01,98,94
2011,SFN,NL,beltrca01,44,43
2011,DET,AL,benoijo01,66,0
2011,MIN,AL,bensojo01,21,19
2011,BAL,AL,bergebr02,34,12
2011,CHN,NL,bergju01,8,0
2011,BAL,AL,berkeja01,40,0
2011,SLN,NL,berkmla01,145,141
2011,WAS,NL,bernaro01,91,71
2011,NYA,AL,betande01,2,1
2011,COL,NL,betanra01,68,0
2011,MIL,NL,betanyu01,152,146
2011,DET,AL,betemwi01,40,34
2011,KCA,AL,betemwi01,57,52
2011,COL,NL,billibr02,1,0
2011,OAK,AL,billibr02,3,0
2011,LAN,NL,billich01,32,32
2011,WAS,NL,bixlebr01,79,15
2011,COL,NL,blackch02,27,25
2011,MIN,AL,blackni01,26,26
2011,LAN,NL,blakeca01,63,51
2011,TEX,AL,blancan01,36,18
2011,ARI,NL,blanche01,37,31
2011,SDN,NL,blankky01,55,45
2011,PHI,NL,blantjo01,11,8
2011,OAK,AL,blevije01,26,0
2011,ARI,NL,bloomwi01,97,80
2011,ARI,NL,blumge01,23,12
2011,DET,AL,boescbr01,115,108
2011,MIL,NL,boggsbr01,16,2
2011,SLN,NL,boggsmi01,51,0
2011,HOU,NL,bogusbr01,87,35
2011,FLO,NL,bonifem01,152,141
2011,TEX,AL,borboju01,32,28
2011,ATL,NL,boscajc01,4,2
2011,HOU,NL,bourgja01,93,49
2011,LAA,AL,bourjpe01,147,138
2011,ATL,NL,bournmi01,53,53
2011,HOU,NL,bournmi01,105,101
2011,BOS,AL,bowdemi01,14,0
2011,PHI,NL,bowkejo01,12,1
2011,PIT,NL,bowkejo01,19,0
2011,NYN,NL,boyerbl01,5,0
2011,SDN,NL,brachbr01,9,0
2011,NYA,AL,brackan01,3,0
2011,MIL,NL,braddza01,25,0
2011,OAK,AL,bradeda01,3,3
2011,SEA,AL,bradlmi01,28,27
2011,CLE,AL,brantmi02,114,109
2011,ARI,NL,branyru01,31,12
2011,LAA,AL,branyru01,37,16
2011,MIL,NL,braunry02,150,147
2011,CIN,NL,braybi01,79,0
2011,ARI,NL,brazoyh01,6,0
2011,OAK,AL,breslcr01,67,0
2011,TBA,AL,brignre01,92,76
2011,BAL,AL,brittza01,28,28
2011,WAS,NL,brodebr01,11,0
2011,COL,NL,brothre01,48,0
2011,SLN,NL,brownan02,11,5
2011,WAS,NL,brownco01,3,0
2011,PHI,NL,browndo01,56,49
2011,PIT,NL,browndu01,11,8
2011,LAN,NL,broxtjo01,14,0
2011,CIN,NL,bruceja01,157,151
2011,CHA,AL,brunebr01,23,0
2011,BOS,AL,buchhcl01,14,14
2011,NYN,NL,buchhta01,23,0
2011,FLO,NL,buckjo01,140,129
2011,CLE,AL,bucktr01,50,40
2011,CHA,AL,buehrma01,31,31
2011,FLO,NL,buentja01,1,1
2011,TBA,AL,buentja01,1,0
2011,LAA,AL,bulgeja01,5,0
2011,SFN,NL,bumgama01,35,33
2011,NYA,AL,burneaj01,34,32
2011,MIN,AL,burneal01,66,0
2011,WAS,NL,burnese01,69,0
2011,PIT,NL,burrebr01,5,2
2011,SFN,NL,burrepa01,92,50
2011,SFN,NL,burriem01,59,28
2011,ARI,NL,burrose01,78,14
2011,CIN,NL,burtoja01,6,0
2011,TEX,AL,bushda01,17,3
2011,MIN,AL,buterdr01,93,75
2011,KCA,AL,butlebi03,159,153
2011,NYN,NL,byrdati01,72,0
2011,CHN,NL,byrdma01,119,115
2011,CLE,AL,cabreas01,151,151
2011,SDN,NL,cabreev01,2,2
2011,KCA,AL,cabreme01,155,153
2011,DET,AL,cabremi01,161,159
2011,CLE,AL,cabreor01,91,83
2011,SFN,NL,cabreor01,39,34
2011,OAK,AL,cahiltr01,34,34
2011,KCA,AL,cainlo01,6,6
2011,SFN,NL,cainma01,35,33
2011,CIN,NL,cairomi01,102,56
2011,LAA,AL,callaal01,141,125
2011,BOS,AL,camermi01,33,25
2011,FLO,NL,camermi01,45,39
2011,CHN,NL,campato01,95,26
2011,TOR,AL,campsh01,67,0
2011,HOU,NL,cancero01,2,2
2011,NYA,AL,canoro01,159,157
2011,SDN,NL,cantujo01,57,30
2011,TBA,AL,canzlru01,3,0
2011,MIN,AL,cappsma01,69,0
2011,NYN,NL,capuach01,36,31
2011,OAK,AL,carigan01,6,0
2011,NYA,AL,carlybu01,8,0
2011,CLE,AL,carmofa01,32,32
2011,PHI,NL,carpean01,6,0
2011,SDN,NL,carpean01,6,0
2011,SLN,NL,carpech01,34,34
2011,CHN,NL,carpech02,10,0
2011,HOU,NL,carpeda01,34,0
2011,SLN,NL,carpema01,7,4
2011,SEA,AL,carpmi01,79,75
2011,CLE,AL,carraca01,21,21
2011,NYN,NL,carradj01,42,1
2011,CLE,AL,carreez01,68,51
2011,TOR,AL,carrejo01,11,0
2011,MIL,NL,carrobr01,2,1
2011,LAN,NL,carroja01,146,111
2011,OAK,AL,cartech02,15,13
2011,CHN,NL,cashnan01,7,1
2011,MIN,AL,casilal01,97,89
2011,LAA,AL,cassebo01,30,0
2011,ARI,NL,castial02,17,0
2011,CHN,NL,castiwe01,4,4
2011,LAN,NL,castrju01,7,3
2011,CHA,AL,castrra01,23,20
2011,CHN,NL,castrst01,158,158
2011,TOR,AL,cecilbr01,20,20
2011,FLO,NL,cedajo01,17,0
2011,PIT,NL,cedenro02,128,119
2011,HOU,NL,cedenxa01,3,0
2011,NYA,AL,cervefr01,43,35
2011,COL,NL,chacijh01,33,31
2011,SLN,NL,chambad01,18,0
2011,NYA,AL,chambjo03,27,0
2011,CIN,NL,chapmar01,54,0
2011,LAA,AL,chatwty01,27,25
2011,TEX,AL,chaveen01,83,66
2011,NYA,AL,chaveer01,58,40
2011,KCA,AL,chaveje01,4,0
2011,KCA,AL,chenbr01,25,25
2011,TBA,AL,chiriro01,20,15
2011,CLE,AL,chiselo01,66,57
2011,FLO,NL,choatra01,54,0
2011,CLE,AL,choosh01,85,84
2011,SFN,NL,chrisju01,18,12
2011,PIT,NL,ciriape01,23,4
2011,FLO,NL,cishest01,45,0
2011,SLN,NL,cletoma01,3,0
2011,CHN,NL,clevest01,2,1
2011,WAS,NL,clippty01,72,0
2011,TBA,AL,cobbal01,9,9
2011,WAS,NL,coffeto01,69,0
2011,FLO,NL,coghlch01,65,64
2011,DET,AL,cokeph01,48,14
2011,CHN,NL,colemca01,21,17
2011,KCA,AL,colemlo01,48,0
2011,KCA,AL,colliti01,68,0
2011,ARI,NL,collmjo01,31,24
2011,NYA,AL,colonba01,29,26
2011,CHN,NL,colvity01,80,49
2011,LAA,AL,congeha01,59,48
2011,ATL,NL,conrabr01,92,12
2011,ATL,NL,constjo01,42,29
2011,PHI,NL,contrjo01,17,0
2011,COL,NL,cookaa01,23,17
2011,ARI,NL,cookry01,12,0
2011,TOR,AL,coopeda01,27,19
2011,WAS,NL,coraal01,91,34
2011,CIN,NL,cordefr01,68,0
2011,LAN,NL,cormila01,9,0
2011,HOU,NL,corpoca01,52,46
2011,PIT,NL,correke01,27,26
2011,SEA,AL,corteda02,10,0
2011,MIL,NL,counscr01,107,28
2011,FLO,NL,cousisc01,48,5
2011,ARI,NL,cowgico01,36,21
2011,CIN,NL,cozarza01,11,9
2011,SLN,NL,craigal01,75,47
2011,CHA,AL,crainje01,67,0
2011,OAK,AL,cramebo01,5,0
2011,SFN,NL,crawfbr01,66,53
2011,BOS,AL,crawfca02,130,128
2011,OAK,AL,crispco01,136,130
2011,PIT,NL,crottmi01,15,0
2011,KCA,AL,crowaa01,57,0
2011,CLE,AL,crowetr01,15,9
2011,TBA,AL,cruzju02,56,0
2011,TEX,AL,cruzne02,124,122
2011,SLN,NL,cruzto03,38,11
2011,MIN,AL,cuddymi01,139,139
2011,CIN,NL,cuetojo01,24,24
2011,SDN,NL,cunniaa01,52,20
2011,SEA,AL,custja01,67,63
2011,COL,NL,daleyma01,7,0
2011,TBA,AL,damonjo01,150,144
2011,CHA,AL,danksjo01,27,27
2011,PIT,NL,darnach01,48,33
2011,SDN,NL,darneja01,18,11
2011,KCA,AL,davieky01,13,13
2011,BAL,AL,davisbl01,25,16
2011,BAL,AL,davisch02,31,31
2011,TEX,AL,davisch02,28,20
2011,CHN,NL,davisdo02,9,9
2011,NYN,NL,davisik02,36,36
2011,TOR,AL,davisra01,95,82
2011,TBA,AL,daviswa01,30,29
2011,CHA,AL,deazaal01,54,41
2011,SDN,NL,dedunsa01,2,0
2011,PHI,NL,defraju01,5,0
2011,OAK,AL,dejesda01,131,122
2011,LAN,NL,dejesiv02,17,7
2011,SEA,AL,delabst01,6,0
2011,MIL,NL,delaceu01,11,0
2011,TBA,AL,delanro01,4,0
2011,TBA,AL,delarda01,7,0
2011,COL,NL,delarjo01,10,10
2011,LAN,NL,delarru01,13,10
2011,ATL,NL,delgara01,7,7
2011,OAK,AL,delosfa01,34,0
2011,HOU,NL,delroen01,54,0
2011,ARI,NL,demelsa01,34,0
2011,CHN,NL,dempsry01,35,34
2011,SDN,NL,denorch01,111,72
2011,SFN,NL,derosma01,47,19
2011,SLN,NL,descada01,148,81
2011,WAS,NL,desmoia01,154,146
2011,WAS,NL,detwiro01,15,10
2011,OAK,AL,devinjo01,26,0
2011,CHN,NL,dewitbl01,121,40
2011,MIN,AL,diamosc01,7,7
2011,ATL,NL,diazma02,16,10
2011,PIT,NL,diazma02,100,47
2011,NYA,AL,dickech01,60,10
2011,NYN,NL,dickera01,33,32
2011,SLN,NL,dicksbr01,4,1
2011,MIL,NL,difelma01,3,0
2011,MIL,NL,dillati01,24,0
2011,MIN,AL,dinkebr01,23,20
2011,DET,AL,dirksan01,78,54
2011,FLO,NL,dobbsgr01,134,95
2011,CHN,NL,dolisra01,1,0
2011,FLO,NL,dominma01,17,13
2011,CLE,AL,donalja01,39,32
2011,SLN,NL,doteloc01,29,0
2011,TOR,AL,doteloc01,36,0
2011,BOS,AL,doubrfe01,11,0
2011,PIT,NL,doumiry01,77,53
2011,HOU,NL,downsma01,106,35
2011,LAA,AL,downssc01,60,0
2011,TOR,AL,drabeky01,18,14
2011,BOS,AL,drewjd01,81,65
2011,ARI,NL,drewst01,86,83
2011,NYN,NL,dudalu01,100,79
2011,MIN,AL,duensbr01,33,28
2011,KCA,AL,duffyda01,20,20
2011,ARI,NL,dukeza01,21,9
2011,MIN,AL,dumatph01,45,0
2011,CLE,AL,duncash01,76,65
2011,CHA,AL,dunnad01,122,117
2011,FLO,NL,dunnmi01,72,0
2011,HOU,NL,duranlu01,2,2
2011,CLE,AL,durbich01,56,0
2011,KCA,AL,dysonja01,26,11
2011,SFN,NL,edlefst01,13,0
2011,TBA,AL,ekstrmi01,1,0
2011,LAN,NL,elbersc01,47,0
2011,LAN,NL,ellisaj01,31,25
2011,COL,NL,ellisma01,70,63
2011,OAK,AL,ellisma01,62,58
2011,BOS,AL,ellsbja01,158,153
2011,LAN,NL,elyjo01,5,1
2011,NYN,NL,emausbr01,14,10
2011,TOR,AL,encared01,134,122
2011,ARI,NL,enrigba01,8,7
2011,LAN,NL,eovalna01,10,6
2011,TEX,AL,eppleco01,10,0
2011,COL,NL,escaled01,14,0
2011,HOU,NL,escalse01,49,0
2011,KCA,AL,escobal02,158,156
2011,CHA,AL,escobed01,9,0
2011,TOR,AL,escobyu01,133,131
2011,WAS,NL,espinda01,158,155
2011,MIL,NL,estrama01,43,7
2011,LAN,NL,ethiean01,135,126
2011,NYN,NL,evansni01,59,42
2011,LAN,NL,evelada01,5,5
2011,CLE,AL,everead01,34,17
2011,BAL,AL,eyrewi01,19,0
2011,TBA,AL,farnsky01,63,0
2011,TOR,AL,farquda01,3,0
2011,MIL,NL,farrier01,1,0
2011,LAN,NL,federti01,7,4
2011,TEX,AL,feldmsc01,11,2
2011,TEX,AL,felizne01,64,0
2011,MIL,NL,fieldpr01,162,162
2011,COL,NL,fieldth01,16,12
2011,MIL,NL,fiersmi01,2,0
2011,SEA,AL,figgich01,81,78
2011,HOU,NL,figuene01,8,5
2011,CIN,NL,fisheca01,17,0
2011,DET,AL,fistedo01,11,10
2011,SEA,AL,fistedo01,21,21
2011,WAS,NL,floreje02,30,21
2011,BAL,AL,floripe01,4,2
2011,CHA,AL,flowety01,38,31
2011,CHA,AL,floydga01,31,30
2011,SFN,NL,fontemi01,85,50
2011,SFN,NL,fordda03,26,0
2011,SDN,NL,forsylo01,62,36
2011,COL,NL,fowlede01,125,119
2011,BAL,AL,foxja02,27,14
2011,PHI,NL,francbe01,100,63
2011,TOR,AL,francfr01,54,0
2011,KCA,AL,francje01,31,31
2011,KCA,AL,francje02,153,152
2011,CIN,NL,francju02,31,20
2011,SLN,NL,frankry01,21,0
2011,CHA,AL,frasoja01,20,0
2011,TOR,AL,frasoja01,44,0
2011,CIN,NL,frazito01,41,27
2011,ATL,NL,freemfr01,157,149
2011,SLN,NL,freesda01,97,88
2011,SDN,NL,frierer01,59,0
2011,PIT,NL,fryerer01,10,7
2011,OAK,AL,fuentbr01,67,0
2011,CHN,NL,fukudko01,87,72
2011,CLE,AL,fukudko01,59,57
2011,HOU,NL,fulchje01,36,0
2011,SDN,NL,fulchje01,3,0
2011,TBA,AL,fuldsa01,105,77
2011,DET,AL,furbuch01,17,2
2011,SEA,AL,furbuch01,11,10
2011,LAN,NL,furcara01,37,36
2011,SLN,NL,furcara01,50,47
2011,ARI,NL,galarar01,8,8
2011,MIL,NL,gallayo01,33,33
2011,MIL,NL,gamelma01,10,7
2011,NYA,AL,garcifr02,26,25
2011,SFN,NL,garcija01,49,0
2011,SLN,NL,garcija02,32,32
2011,NYA,AL,gardnbr01,159,134
2011,LAN,NL,garlajo01,9,9
2011,COL,NL,garneco01,4,2
2011,NYA,AL,garrist01,1,0
2011,CHN,NL,garzama01,31,31
2011,BOS,AL,gathrjo01,7,0
2011,CHN,NL,gaubjo01,4,0
2011,WAS,NL,gaudich01,10,0
2011,ATL,NL,gearrco01,18,0
2011,NYN,NL,geedi01,30,27
2011,TEX,AL,gentrcr01,64,38
2011,TEX,AL,germaes01,11,2
2011,CLE,AL,germaju01,9,0
2011,KCA,AL,getzch01,118,100
2011,COL,NL,giambja01,64,28
2011,KCA,AL,giavojo01,46,46
2011,LAN,NL,gibboja01,24,15
2011,SFN,NL,gillaco01,15,2
2011,ARI,NL,gilleco01,5,0
2011,SEA,AL,gimench01,24,20
2011,LAN,NL,gimenhe01,4,1
2011,PHI,NL,gloadro01,93,11
2011,OAK,AL,godfrgr01,5,4
2011,ARI,NL,goldspa01,48,41
2011,NYA,AL,golsogr01,9,2
2011,TBA,AL,gomesbr01,40,0
2011,CIN,NL,gomesjo01,77,59
2011,WAS,NL,gomesjo01,43,22
2011,MIL,NL,gomezca01,94,59
2011,COL,NL,gomezhe01,2,1
2011,CLE,AL,gomezje01,11,10
2011,BOS,AL,gonzaad01,159,159
2011,ATL,NL,gonzaal02,149,146
2011,SDN,NL,gonzaal03,102,61
2011,COL,NL,gonzaca01,127,122
2011,COL,NL,gonzaed01,1,0
2011,DET,AL,gonzaen01,8,0
2011,OAK,AL,gonzagi01,32,32
2011,BAL,AL,gonzami02,49,0
2011,TEX,AL,gonzami02,7,0
2011,KCA,AL,gordoal01,151,149
2011,NYA,AL,gordobr01,2,2
2011,LAN,NL,gordode01,56,51
2011,WAS,NL,gorzeto01,30,15
2011,CHN,NL,grabojo02,58,0
2011,NYA,AL,grandcu01,156,151
2011,CHA,AL,grayje02,6,0
2011,SEA,AL,grayje02,24,0
2011,MIL,NL,greense01,14,0
2011,MIL,NL,greenta01,20,7
2011,SLN,NL,greenty02,58,24
2011,SDN,NL,gregelu01,61,0
2011,BAL,AL,greggke01,63,0
2011,MIL,NL,greinza01,29,28
2011,PIT,NL,grillja01,28,0
2011,LAN,NL,guerrja01,47,0
2011,LAN,NL,guerrma02,70,0
2011,BAL,AL,guerrvl01,145,137
2011,DET,AL,guillca01,28,25
2011,BAL,AL,guthrje01,35,32
2011,SEA,AL,gutiefr01,92,85
2011,ARI,NL,gutieju01,20,0
2011,TBA,AL,guyerbr01,15,12
2011,SDN,NL,guzmaje01,76,62
2011,LAN,NL,gwynnto02,136,63
2011,MIN,AL,hackeer01,2,0
2011,CLE,AL,hafnetr01,94,84
2011,CLE,AL,hagadni01,9,0
2011,MIL,NL,hairsje02,45,32
2011,WAS,NL,hairsje02,75,60
2011,NYN,NL,hairssc01,79,25
2011,PHI,NL,hallaro01,32,32
2011,HOU,NL,hallbi03,46,40
2011,SFN,NL,hallbi03,16,8
2011,SEA,AL,halmagr01,35,25
2011,TEX,AL,hambuma01,5,0
2011,PHI,NL,hamelco01,33,31
2011,TEX,AL,hamiljo03,121,120
2011,SLN,NL,hamilma01,38,5
2011,COL,NL,hammeja01,33,27
2011,ARI,NL,hammoro01,2,0
2011,SDN,NL,hamreer01,14,0
2011,FLO,NL,handbr01,12,12
2011,CIN,NL,hanigry01,91,73
2011,CLE,AL,hannaja01,110,91
2011,PIT,NL,hanrajo01,70,0
2011,ATL,NL,hansoto01,22,22
2011,HOU,NL,happja01,29,28
2011,SDN,NL,haranaa01,28,28
2011,OAK,AL,harderi01,15,15
2011,BAL,AL,hardyjj01,129,129
2011,LAA,AL,harenda01,35,34
2011,CHA,AL,harrelu01,3,0
2011,HOU,NL,harrelu01,6,2
2011,PIT,NL,harrijo05,65,51
2011,TEX,AL,harrima01,31,30
2011,NYN,NL,harriwi01,126,46
2011,MIL,NL,hartco01,130,123
2011,FLO,NL,hatchch02,12,0
2011,MIL,NL,hawkila01,52,0
2011,LAN,NL,hawksbl01,49,0
2011,SDN,NL,hawpebr01,62,50
2011,FLO,NL,hayesbr01,64,33
2011,CLE,AL,headje01,10,5
2011,SDN,NL,headlch01,113,102
2011,ARI,NL,heilmaa01,32,0
2011,CIN,NL,heisech01,120,54
2011,TBA,AL,hellije01,29,29
2011,FLO,NL,helmswe01,69,18
2011,COL,NL,heltoto01,124,113
2011,MIN,AL,hendrli01,4,4
2011,BAL,AL,hendrma01,8,0
2011,FLO,NL,henslcl01,37,9
2011,CIN,NL,hermije01,10,3
2011,SDN,NL,hermije01,20,11
2011,ARI,NL,hernada01,74,0
2011,ATL,NL,hernadi01,22,4
2011,SEA,AL,hernafe02,33,33
2011,WAS,NL,hernali01,31,29
2011,CIN,NL,hernara02,91,77
2011,PHI,NL,herndda01,45,0
2011,MIL,NL,herreda01,2,0
2011,NYN,NL,herreda01,16,0
2011,COL,NL,herrejo03,104,62
2011,KCA,AL,herreke01,2,0
2011,CLE,AL,herrmfr01,40,0
2011,ATL,NL,heywaja01,128,106
2011,ATL,NL,hicksbr01,17,4
2011,ARI,NL,hillaa01,33,32
2011,TOR,AL,hillaa01,104,101
2011,CHN,NL,hillko01,46,38
2011,BOS,AL,hillri01,9,0
2011,ATL,NL,hinsker01,117,50
2011,KCA,AL,hochelu01,31,31
2011,MIN,AL,hoeyja02,26,0
2011,LAN,NL,hoffmja01,2,1
2011,TEX,AL,hollade01,32,32
2011,KCA,AL,hollagr01,46,0
2011,SLN,NL,hollima01,124,119
2011,MIN,AL,holmst01,6,5
2011,CIN,NL,horstje01,12,0
2011,KCA,AL,hosmeer01,128,127
2011,BOS,AL,hottoto01,8,0
2011,PHI,NL,howarry01,152,146
2011,TBA,AL,howeljp01,46,0
2011,NYN,NL,huch01,22,2
2011,ARI,NL,hudsoda01,33,33
2011,BAL,AL,hudsoky01,14,8
2011,SDN,NL,hudsoor01,119,111
2011,ATL,NL,hudsoti01,33,33
2011,SFN,NL,huffau01,150,136
2011,CLE,AL,huffda01,11,10
2011,MIN,AL,hughedu01,15,0
2011,PIT,NL,hugheja02,12,0
2011,MIN,AL,hughelu01,96,77
2011,NYA,AL,hugheph01,17,14
2011,CHA,AL,humbeph01,28,26
2011,SDN,NL,hundlni01,82,73
2011,SDN,NL,huntece01,6,0
2011,LAA,AL,hunteto01,156,153
2011,BAL,AL,hunteto02,12,11
2011,TEX,AL,hunteto02,8,0
2011,COL,NL,iannech01,112,105
2011,PHI,NL,ibanera01,144,132
2011,NYN,NL,igarary01,45,0
2011,BOS,AL,iglesjo01,10,1
2011,FLO,NL,infanom01,148,145
2011,DET,AL,ingebr01,102,77
2011,HOU,NL,inglejo01,20,2
2011,NYN,NL,isrinja01,53,0
2011,BAL,AL,izturce01,18,10
2011,LAA,AL,izturma01,122,105
2011,DET,AL,jacksau01,153,142
2011,BOS,AL,jacksco01,12,5
2011,OAK,AL,jacksco01,102,83
2011,CHA,AL,jacksed01,19,19
2011,SLN,NL,jacksed01,13,12
2011,BAL,AL,jakubch01,34,6
2011,MIN,AL,jamesch03,8,0
2011,CIN,NL,janispa01,114,90
2011,LAN,NL,janseke01,51,0
2011,TOR,AL,janssca01,55,0
2011,PIT,NL,jaramja01,23,7
2011,TBA,AL,jasojo01,89,67
2011,SLN,NL,jayjo02,159,107
2011,KCA,AL,jeffrje01,14,0
2011,BOS,AL,jenksbo01,19,0
2011,TBA,AL,jennide01,63,61
2011,LAA,AL,jepseke01,16,0
2011,NYA,AL,jeterde01,131,131
2011,SEA,AL,jimence01,8,0
2011,CLE,AL,jimenub01,11,11
2011,COL,NL,jimenub01,21,21
2011,SFN,NL,joaquwa01,5,0
2011,COL,NL,johnsal02,1,1
2011,HOU,NL,johnsch05,107,98
2011,TBA,AL,johnsda06,31,22
2011,TBA,AL,johnsel02,70,41
2011,BAL,AL,johnsji04,69,0
2011,FLO,NL,johnsjo09,9,9
2011,ARI,NL,johnske05,114,106
2011,TOR,AL,johnske05,33,32
2011,CHN,NL,johnsre02,111,49
2011,SDN,NL,johnsro07,67,54
2011,BAL,AL,jonesad01,151,145
2011,NYA,AL,jonesan01,77,58
2011,ATL,NL,jonesch06,126,114
2011,PIT,NL,jonesga02,148,109
2011,TBA,AL,joycema01,141,121
2011,CLE,AL,judyjo01,12,0
2011,ATL,NL,jurrjja01,23,23
2011,KCA,AL,kaaihki01,23,23
2011,PIT,NL,karstje01,30,26
2011,LAA,AL,kazmisc01,1,1
2011,CLE,AL,kearnau01,57,44
2011,SEA,AL,kellesh01,10,0
2011,DET,AL,kellydo01,113,62
2011,LAN,NL,kempma01,161,160
2011,LAA,AL,kendrho01,140,136
2011,PHI,NL,kendrky01,35,14
2011,SEA,AL,kennead01,114,96
2011,ARI,NL,kenneia01,34,33
2011,HOU,NL,keppije01,43,38
2011,SFN,NL,keppije01,56,54
2011,LAN,NL,kershcl01,33,33
2011,WAS,NL,kimbaco01,12,0
2011,ATL,NL,kimbrcr01,79,0
2011,CHA,AL,kinnejo01,13,0
2011,TEX,AL,kinslia01,155,154
2011,MIL,NL,kintzbr01,9,0
2011,CLE,AL,kipnija01,36,34
2011,TEX,AL,kirkmmi01,15,0
2011,CLE,AL,klubeco01,3,0
2011,LAA,AL,kohnmi01,14,0
2011,CHA,AL,konerpa01,149,147
2011,NYA,AL,kontoge01,7,0
2011,TBA,AL,kotchca01,146,135
2011,MIL,NL,kotsama01,104,50
2011,MIL,NL,kottage01,49,31
2011,COL,NL,kouzmke01,27,24
2011,OAK,AL,kouzmke01,46,42
2011,SLN,NL,kozmape01,16,3
2011,PHI,NL,kratzer01,2,1
2011,ARI,NL,kroenza01,4,0
2011,MIN,AL,kubelja01,99,94
2011,LAN,NL,kuoho01,40,0
2011,LAN,NL,kurodhi01,32,32
2011,BOS,AL,lackejo01,28,28
2011,NYA,AL,laffeaa01,11,0
2011,SEA,AL,laffeaa01,36,0
2011,CHN,NL,lahaibr01,20,16
2011,NYA,AL,lairdbr01,11,6
2011,SLN,NL,lairdge01,37,22
2011,SEA,AL,langery01,19,15
2011,WAS,NL,lannajo01,33,33
2011,CLE,AL,laporma01,107,96
2011,WAS,NL,larocad01,43,42
2011,OAK,AL,larocan01,40,28
2011,SDN,NL,latosma01,31,31
2011,BOS,AL,lavarry01,17,9
2011,TOR,AL,lawribr01,43,43
2011,SEA,AL,leagubr01,65,0
2011,CIN,NL,leakemi01,38,26
2011,SDN,NL,leblawa01,14,14
2011,CIN,NL,lecursa01,43,4
2011,TOR,AL,ledezwi01,5,0
2011,HOU,NL,leeca01,155,154
2011,PHI,NL,leecl02,35,32
2011,BAL,AL,leede02,85,85
2011,PIT,NL,leede02,28,28
2011,CHN,NL,lemahdj01,37,15
2011,PIT,NL,lerouch01,23,0
2011,BOS,AL,lestejo01,31,31
2011,TEX,AL,lewisco01,32,32
2011,CIN,NL,lewisfr02,81,45
